,rank,title,website,employees,sector,industry,hqlocation,hqaddr,hqcity,hqstate,hqzip,hqtel,ceo,ceo_title,address,ticker,fullname,revenues,revchange,profits,prftchange,assets,totshequity,uid
286,287,Sonic Automotive,http://www.sonicautomotive.com,9800,Retailing,"Automotive Retailing, Services","Charlotte, NC",4401 Colwick Rd.,Charlotte,NC,28211,704-566-2400,B. Scott Smith,"President, Chief Executive Officer & Director","4401 Colwick Rd., Charlotte, NC 28211",SAH,"Sonic Automotive, Inc",9732,1.1,93.2,8.0,3639,725.0,9c5bc59f9e36ce1ca708ee93a40913b7
287,288,Owens & Minor,http://www.owens-minor.com,7900,Wholesalers,Wholesalers: Health Care,"Mechanicsville, VA",9120 Lockwood Blvd.,Mechanicsville,VA,23116,804-723-7000,P. Cody Phipps,"President, Chief Executive Officer & Director","9120 Lockwood Blvd., Mechanicsville, VA 23116",OMI,"Owens & Minor, Inc.",9723,-0.5,108.8,5.2,2718,960.0,3670e2c71b08f50a68a3109a163f324b
288,289,Huntsman,http://www.huntsman.com,15000,Chemicals,Chemicals,"The Woodlands, TX",10003 Woodloch Forest Dr.,The Woodlands,TX,77380,281-719-6000,Peter R. Huntsman,"President, Chief Executive Officer & Director","10003 Woodloch Forest Dr., The Woodlands, TX 77380",HUN,Huntsman Corporation,9657,-6.2,326.0,250.5,9189,1287.0,dbadc67a9e05e7c0e21ec711b74601e2
289,290,Laboratory Corp. of America,http://www.labcorp.com,52000,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",358 S. Main St.,Burlington,NC,27215,336-229-1127,David P. King,"Chairman, President & Chief Executive Officer","358 S. Main St., Burlington, NC 27215",LH,Laboratory Corporation of America Holdings,9642,11.1,732.1,67.6,14247,5506.0,da380797370dd27a3183fb92da5223c8
290,291,Murphy USA,http://www.murphyusa.com,6600,Retailing,Specialty Retailers: Other,"El Dorado, AR",200 Peach St.,El Dorado,AR,71730,870-875-7600,R. Andrew Clyde,"President, Chief Executive Officer & Director","200 Peach St., El Dorado, AR 71730",MUSA,Murphy USA Inc.,9633,-11.5,221.5,25.6,2089,697.0,76a5588686b177e64257632ff8723e50
291,292,Advance Auto Parts,http://www.advanceautoparts.com,57500,Retailing,Specialty Retailers: Other,"Roanoke, VA",5008 Airport Rd.,Roanoke,VA,24012,540-362-4911,Thomas R. Greco,"President, Chief Executive Officer & Director","5008 Airport Rd., Roanoke, VA 24012",AAP,"Advance Auto Parts, Inc.",9568,-1.7,459.6,-2.9,8315,2916.0,9496199e08d842d509413b97c3dd6ea1
292,293,Fidelity National Financial,http://www.fnf.com,55219,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-854-8100,Raymond R. Quirk,Chief Executive Officer & Director,"601 Riverside Ave., Jacksonville, FL 32204",FNF,"Fidelity National Financial, Inc.",9554,4.6,650.0,23.3,14463,5996.0,2f2e72619883242104b4e8d56dfd1bfe
293,294,Air Products & Chemicals,http://www.airproducts.com,18450,Chemicals,Chemicals,"Allentown, PA",7201 Hamilton Blvd.,Allentown,PA,18195,610-481-4911,Seifi Ghasemi,"Chairman, President & Chief Executive Officer","7201 Hamilton Blvd., Allentown, PA 18195",APD,"Air Products & Chemicals, Inc.",9524,-3.7,631.1,-50.6,18055,7080.0,f38899a1e633c6cd525dc29adc11b2cc
294,295,Hormel Foods,http://www.hormelfoods.com,21100,"Food, Beverages & Tobacco",Food Consumer Products,"Austin, MN",1 Hormel Place,Austin,MN,55912,507-437-5611,James P. Snee,Chief Executive Officer & Director,"1 Hormel Place, Austin, MN 55912",HRL,Hormel Foods Corporation,9523,2.8,890.1,29.7,6370,4448.0,7998ee3df8805ae28e21cb14d5ca832e
295,296,Hertz Global Holdings,http://www.hertz.com,36000,Retailing,"Automotive Retailing, Services","Estero, FL",8501 Williams Rd.,Estero,FL,33928,239-301-7000,Kathryn V. Marinello,"President, Chief Executive Officer & Director","8501 Williams Rd., Estero, FL 33928",HTZ,"Hertz Global Holdings, Inc.",9480,-10.0,-491.0,-279.9,19155,1075.0,8dc364b2ec83e86b6cf81c3b55e3e1ed
296,297,MGM Resorts International,http://www.mgmresorts.com,66500,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3600 Las Vegas Blvd. S.,Las Vegas,NV,89109,702-693-7120,James J. Murren,Chairman & Chief Executive Officer,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",MGM,MGM Resorts International,9455,2.9,1101.4,-279.9,28173,6220.0,98b4eca71a01bf28b7ef91f5fc0bee75
297,298,Corning,http://www.corning.com,40700,Industrials,"Electronics, Electrical Equipment","Corning, NY",1 Riverfront Plaza,Corning,NY,14831,607-974-9000,Wendell P. Weeks,"Chairman, President & Chief Executive Officer","1 Riverfront Plaza, Corning, NY 14831",GLW,Corning Incorporated,9390,3.1,3695.0,176.0,27899,17893.0,e61ff71d4f2062a3ed8845bcdf3ebe8d
298,299,Republic Services,http://www.republicservices.com,33000,Business Services,Waste Management,"Phoenix, AZ",18500 N. Allied Way,Phoenix,AZ,85054,480-627-2700,Donald W. Slager,"President, Chief Executive Officer & Director","18500 N. Allied Way, Phoenix, AZ 85054",RSG,"Republic Services, Inc.",9388,3.0,612.6,-18.3,20630,7691.0,eccaa690c4dde0c8a454cd52d8349eaa
299,300,Alcoa,http://www.alcoa.com,14000,Materials,Metals,"New York, NY",390 Park Ave.,New York,NY,10022,212-518-5400,Roy C. Harvey,Chief Executive Officer & Director,"390 Park Ave., New York, NY 10022",AA,Alcoa Corporation,9318,3.0,-400.0,-18.3,16741,5654.0,6f65f7f496085da0f9838fe06fc0a66e
300,301,Fidelity National Information Services,http://www.fisglobal.com,55000,Business Services,Financial Data Services,"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-438-6000,Gary A. Norcross,"President, Chief Executive Officer & Director","601 Riverside Ave., Jacksonville, FL 32204",FIS,"Fidelity National Information Services, Inc.",9241,40.1,568.0,-10.1,26031,9741.0,b20e2ab337384f9b0607a275ac571f9a
301,302,Pacific Life,http://www.pacificlife.com,3628,Financials,"Insurance: Life, Health (Stock)","Newport Beach, CA",700 Newport Center Dr.,Newport Beach,CA,92660,949-219-3011,James T. Morris,"Chairman, President & Chief Executive Officer","700 Newport Center Dr., Newport Beach, CA 92660",FIS,Pacific Life,9169,6.1,824.0,24.7,143298,11022.0,da780cda4fb2e1e68c7c5653aea25aff
302,303,SunTrust Banks,http://www.suntrust.com,24375,Financials,Commercial Banks,"Atlanta, GA",303 Peachtree St. N.E.,Atlanta,GA,30308,800-786-8787,William H. Rogers Jr.,Chairman & Chief Executive Officer,"303 Peachtree St. N.E., Atlanta, GA 30308",STI,"SunTrust Banks, Inc.",9161,7.4,1878.0,-2.8,204875,23515.0,50306964bb21c6372abffd7455067499
303,304,LKQ,http://www.lkqcorp.com,42500,Wholesalers,Wholesalers: Diversified,"Chicago, IL",500 W. Madison St.,Chicago,IL,60661,312-621-1950,Dominick P. Zarcone,"President, Chief Executive Officer & Director","500 W. Madison St., Chicago, IL 60661",LKQ,LKQ Corporation,9082,26.3,464.0,9.6,8303,3442.9,f9da8f22ece3632f73eab28acb33076b
304,305,BorgWarner,http://www.borgwarner.com,27000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",3850 Hamlin Rd.,Auburn Hills,MI,48326,248-754-9200,James R. Verrier,"President, Chief Executive Officer & Director","3850 Hamlin Rd., Auburn Hills, MI 48326",BWA,BorgWarner Inc.,9071,13.1,118.5,-80.6,8835,3218.3,6d28f00fb5fb8faa1337c20d1f481b69
305,306,Ball,http://www.ball.com,18450,Materials,"Packaging, Containers","Broomfield, CO",10 Longs Peak Dr.,Broomfield,CO,80021,303-469-3131,John A. Hayes,"Chairman, President & Chief Executive Officer","10 Longs Peak Dr., Broomfield, CO 80021",BLL,Ball Corporation,9061,13.3,263.0,-6.4,16173,3435.0,0b5cae621714aad0b483e213cdb3e6f8
306,306,CST Brands,http://www.cstbrands.com,12380,Retailing,Specialty Retailers: Other,"San Antonio, TX",19500 Bulverde Rd.,San Antonio,TX,78259,210-692-5000,Kimberly S. Lubel,"Chairman, President & Chief Executive Officer","19500 Bulverde Rd., San Antonio, TX 78259",CST,"CST Brands, Inc.",9061,-4.6,324.0,117.4,4360,1229.0,de30b71f9baa890ef7e2ac871081cb8f
307,306,Public Service Enterprise Group,http://www.pseg.com,13065,Energy,Utilities: Gas and Electric,"Newark, NJ",80 Park Plaza,Newark,NJ,7102,973-430-7000,Ralph Izzo,"Chairman, President & Chief Executive Officer","80 Park Plaza, Newark, NJ 07102",PEG,Public Service Enterprise Group Incorporated,9061,-13.0,887.0,-47.2,40070,13130.0,1b045a41cbbc872e559269f91d4a7716
308,309,Eastman Chemical,http://www.eastman.com,14000,Chemicals,Chemicals,"Kingsport, TN",200 S. Wilcox Dr.,Kingsport,TN,37660,423-229-2000,Mark J. Costa,Chairman & Chief Executive Officer,"200 S. Wilcox Dr., Kingsport, TN 37660",EMN,Eastman Chemical Company,9008,-6.6,854.0,0.7,15457,4532.0,5f7e4d8040ba4ea49c0dc7b4e1ca56ab
309,310,eBay,http://www.ebay.com,12600,Technology,Internet Services and Retailing,"San Jose, CA",2025 Hamilton Ave.,San Jose,CA,95125,408-376-7400,Devin N. Wenig,"President, Chief Executive Officer & Director","2025 Hamilton Ave., San Jose, CA 95125",EBAY,eBay Inc.,8979,-5.4,7266.0,321.2,23847,10539.0,9b80af1cd5beb79aeb83e034a8184c79
310,311,Mohawk Industries,http://www.mohawkind.com,37800,Household Products,"Home Equipment, Furnishings","Calhoun, GA",160 S. Industrial Blvd.,Calhoun,GA,30701,706-629-7721,Jeffrey S. Lorberbaum,Chairman & Chief Executive Officer,"160 S. Industrial Blvd., Calhoun, GA 30701",MHK,"Mohawk Industries, Inc.",8959,11.0,930.4,51.2,10231,5777.0,2b27ea73f7996a9c60f49d45554f42aa
311,312,Oneok,http://www.oneok.com,2384,Energy,Pipelines,"Tulsa, OK",100 W. Fifth St.,Tulsa,OK,74103,918-588-7000,Terry K. Spencer,"President, Chief Executive Officer & Director","100 W. Fifth St., Tulsa, OK 74103",OKE,"ONEOK, Inc.",8921,14.9,352.0,43.7,16139,189.0,f7a0f610096d51903201f7d2e6058237
312,313,Frontier Communications,http://www.frontier.com,28332,Telecommunications,Telecommunications,"Norwalk, CT",401 Merritt 7,Norwalk,CT,6851,203-614-5600,Daniel J. McCarthy,"President, Chief Executive Officer & Director","401 Merritt 7, Norwalk, CT 06851",FTR,Frontier Communications Corporation,8896,59.5,-373.0,43.7,29013,4519.0,6818e7b2b068c41301be4c314f4c6c74
313,314,Netflix,http://www.netflix.com,3850,Technology,Internet Services and Retailing,"Los Gatos, CA",100 Winchester Circle,Los Gatos,CA,95032,408-540-3700,Reed Hastings,"Chairman, President & Chief Executive Officer","100 Winchester Circle, Los Gatos, CA 95032",NFLX,"Netflix, Inc.",8831,30.3,186.7,52.2,13587,2680.0,48dc185591b7ab0a09a476e36f2c78ec
314,315,American Family Insurance Group,http://www.amfam.com,10471,Financials,Insurance: Property and Casualty (Stock),"Madison, WI",6000 American Pkwy.,Madison,WI,53783,608-249-2111,Jack C. Salzwedel,Chairman & Chief Executive Officer,"6000 American Pkwy., Madison, WI 53783",NFLX,American Family Insurance Group,8829,6.6,325.6,-53.1,22662,7760.0,46ecb9b88887007f37997f7e1818e516
315,316,Thrivent Financial for Lutherans,http://www.thrivent.com,3282,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",625 Fourth Ave. S.,Minneapolis,MN,55415,612-844-7000,Bradford L. Hewitt,Chief Executive Officer & Director,"625 Fourth Ave. S., Minneapolis, MN 55415",NFLX,Thrivent Financial for Lutherans,8777,-0.1,587.8,-23.6,88561,7726.0,cfa8d872b565795908e49e714a5baed6
316,317,Expedia,http://www.expediainc.com,20075,Technology,Internet Services and Retailing,"Bellevue, WA",333 108th Ave. N.E.,Bellevue,WA,98004,425-679-7200,Dara Khosrowshahi,"President, Chief Executive Officer & Director","333 108th Ave. N.E., Bellevue, WA 98004",EXPE,"Expedia, Inc.",8774,31.5,281.8,-63.1,15778,4132.0,4640eaeb2d18d994e08b7fc878b52728
317,318,Lithia Motors,http://www.lithiamotors.com,11170,Retailing,"Automotive Retailing, Services","Medford, OR",150 N. Bartlett St.,Medford,OR,97501,541-776-6401,Bryan B. DeBoer,"President, Chief Executive Officer & Director","150 N. Bartlett St., Medford, OR 97501",LAD,"Lithia Motors, Inc.",8678,10.3,197.1,7.7,3844,911.0,3da9a5b11405917cd90342efa4fbfac7
318,319,Avis Budget Group,http://www.avisbudgetgroup.com,25600,Retailing,"Automotive Retailing, Services","Parsippany, NJ",6 Sylvan Way,Parsippany,NJ,7054,973-496-4700,Larry D. De Shon,Chief Executive Officer & Director,"6 Sylvan Way, Parsippany, NJ 07054",CAR,"Avis Budget Group, Inc.",8659,1.8,163.0,-47.9,17643,221.0,cc46f55b4679e8348a55f99c7ff3d680
319,320,Reliance Steel & Aluminum,http://www.rsac.com,14500,Materials,Metals,"Los Angeles, CA",350 S. Grand Ave.,Los Angeles,CA,90071,213-687-7700,Gregg J. Mollins,"President, Chief Executive Officer & Director","350 S. Grand Ave., Los Angeles, CA 90071",RS,Reliance Steel & Aluminum Co.,8613,-7.9,304.3,-2.3,7411,4149.0,678aaccb69657b76a6ecce73071622b4
320,321,GameStop,http://www.gamestopcorp.com,41750,Retailing,Specialty Retailers: Other,"Grapevine, TX",625 Westport Pkwy.,Grapevine,TX,76051,817-424-2000,J. Paul Raines,Chief Executive Officer & Director,"625 Westport Pkwy., Grapevine, TX 76051",GME,GameStop Corp.,8608,-8.1,353.2,-12.3,4976,2254.0,5b83e881d1dfc34c5788d6a30da9430c
321,322,Tenneco,http://www.tenneco.com,31000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, IL",500 N. Field Dr.,Lake Forest,IL,60045,847-482-5000,Brian J. Kesseler,Chairman & Chief Executive Officer,"500 N. Field Dr., Lake Forest, IL 60045",TEN,Tenneco Inc.,8599,4.8,363.0,47.0,4342,588.0,5f198f6c4b860ad5839ace6d16bdd652
322,323,O’Reilly Automotive,http://www.oreillyauto.com,58397,Retailing,Specialty Retailers: Other,"Springfield, MO",233 S. Patterson Ave.,Springfield,MO,65802,417-862-6708,Gregory L. Henslee,Chief Executive Officer & Director,"233 S. Patterson Ave., Springfield, MO 65802",ORLY,"O'Reilly Automotive, Inc.",8593,7.9,1037.7,11.4,7204,1627.0,0c8560c41c927b8de4a089fca5b25172
323,324,Peter Kiewit Sons’,http://www.kiewit.com,20000,Engineering & Construction,"Engineering, Construction","Omaha, NE",1000 Kiewit Plaza,Omaha,NE,68131,402-342-2052,Bruce E. Grewcock,"President, Chief Executive Officer & Director","1000 Kiewit Plaza, Omaha, NE 68131",ORLY,"Peter Kiewit Sons', Inc.",8573,-4.7,396.0,57.8,6179,3268.0,f7815283e608e2733d4e113b1c5d40cd
324,325,United Natural Foods,http://www.unfi.com,9554,Wholesalers,Wholesalers: Food and Grocery,"Providence, RI",313 Iron Horse Way,Providence,RI,2908,401-528-8634,Steven L. Spinner,"Chairman, President & Chief Executive Officer","313 Iron Horse Way, Providence, RI 02908",UNFI,"United Natural Foods, Inc.",8470,3.5,125.8,-9.3,2852,1520.0,881f2192bff1636ae15dc5b9a13885d1
325,326,salesforce.com,http://www.salesforce.com,25000,Technology,Computer Software,"San Francisco, CA",1 Market St.,San Francisco,CA,94105,415-901-7000,Marc R. Benioff,Chairman & Chief Executive Officer,"1 Market St., San Francisco, CA 94105",CRM,"salesforce.com, inc.",8392,25.9,179.6,-9.3,17585,7500.0,cfe0d092b6e2349ba3f3949a3a54f831
326,327,Boston Scientific,http://www.bostonscientific.com,27000,Health Care,Medical Products and Equipment,"Marlborough, MA",300 Boston Scientific Way,Marlborough,MA,1752,508-683-4000,Michael F. Mahoney,"Chairman, President & Chief Executive Officer","300 Boston Scientific Way, Marlborough, MA 01752",BSX,Boston Scientific Corporation,8386,12.2,347.0,-9.3,18096,6733.0,da035c50e0a4023b9479cec9c3c05bed
327,328,Newmont Mining,http://www.newmont.com,12438,Energy,"Mining, Crude-Oil Production","Greenwood Village, CO",6363 S. Fiddler's Green Circle,Greenwood Village,CO,80111,303-863-7414,Gary J. Goldberg,"President, Chief Executive Officer & Director","6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",NEM,Newmont Mining Corporation,8379,8.4,-627.0,-385.0,21031,10721.0,e63e49ecf2e473c9c90bcb1e3305da4f
328,329,Genworth Financial,http://www.genworth.com,3400,Financials,"Insurance: Life, Health (Stock)","Richmond, VA",6620 W. Broad St.,Richmond,VA,23230,804-281-6000,Thomas J. McInerney,"President, Chief Executive Officer & Director","6620 W. Broad St., Richmond, VA 23230",GNW,"Genworth Financial, Inc.",8369,-9.5,-277.0,-385.0,104658,12644.0,ba0f3c3cfdf9b1563d8bec29ffb0fe13
329,330,Live Nation Entertainment,http://www.livenationentertainment.com,11500,Media,Entertainment,"Beverly Hills, CA",9348 Civic Center Dr.,Beverly Hills,CA,90210,310-867-7000,Michael Rapino,"President, Chief Executive Officer & Director","9348 Civic Center Dr., Beverly Hills, CA 90210",LYV,"Live Nation Entertainment, Inc.",8355,15.3,2.9,-385.0,6764,1126.0,0c65a87ee45a7c6876ffa553668b5b5e
330,331,Veritiv,http://www.veritivcorp.com,8700,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",1000 Abernathy Rd. N.E.,Atlanta,GA,30328,770-391-8200,Mary A. Laschinger,Chairman & Chief Executive Officer,"1000 Abernathy Rd. N.E., Atlanta, GA 30328",VRTV,Veritiv Corp,8327,-4.5,21.0,-21.3,2484,542.0,c88dcff4de4b29f06e2b4983e8c9f917
331,332,News Corp.,http://www.newscorp.com,24000,Media,"Publishing, Printing","New York, NY",1211 Ave. of the Americas,New York,NY,10036,212-416-3400,Robert J. Thomson,Chief Executive Officer & Director,"1211 Ave. of the Americas, New York, NY 10036",NWSA,News Corporation,8319,-3.6,179.0,-21.3,15483,11564.0,f2d10d2465cba0539b981ea589b0042e
332,333,Crown Holdings,http://www.crowncork.com,23992,Materials,"Packaging, Containers","Philadelphia, PA",1 Crown Way,Philadelphia,PA,19154,215-698-5100,Timothy J. Donahue,"President, Chief Executive Officer & Director","1 Crown Way, Philadelphia, PA 19154",CCK,"Crown Holdings, Inc.",8284,-5.5,496.0,26.2,9599,366.0,71870108a8f7eac6959665d542c40bf4
333,334,Global Partners,http://www.globalp.com,1770,Wholesalers,Wholesalers: Diversified,"Waltham, MA",800 South St.,Waltham,MA,2453,781-894-8800,Eric Slifka,"President, Chief Executive Officer & Director","800 South St., Waltham, MA 02453",GLP,Global Partners LP,8240,-20.1,-199.4,-557.8,2564,393.0,42072a461a926753e89343ab50ec0fb5
334,335,PVH,http://www.pvh.com,26650,Apparel,Apparel,"New York, NY",200 Madison Ave.,New York,NY,10016,212-381-3500,Emanuel Chirico,Chairman & Chief Executive Officer,"200 Madison Ave., New York, NY 10016",PVH,PVH Corp.,8203,2.3,549.0,-4.1,11068,4805.0,b2c9da938631d8a6ca2fb95641561423
335,336,Level 3 Communications,http://www.level3.com,12600,Telecommunications,Telecommunications,"Broomfield, CO",1025 Eldorado Blvd.,Broomfield,CO,80021,720-888-1000,Jeffrey K. Storey,"President, Chief Executive Officer & Director","1025 Eldorado Blvd., Broomfield, CO 80021",LVLT,"Level 3 Communications, Inc.",8172,-0.7,677.0,-80.3,24888,10917.0,2666411b603007f123e0be70da286a01
336,337,Navistar International,http://www.navistar.com,11300,Industrials,Construction and Farm Machinery,"Lisle, IL",2701 Navistar Dr.,Lisle,IL,60532,331-332-5000,Troy A. Clarke,"Chairman, President & Chief Executive Officer","2701 Navistar Dr., Lisle, IL 60532",NAV,Navistar International Corporation,8111,-20.0,-97.0,-80.3,5653,-5298.0,6018abca4e7b01080e15f0e7f52c8605
337,338,Univar,http://www.univar.com,8700,Wholesalers,Wholesalers: Diversified,"Downers Grove, IL",3075 Highland Pkwy.,Downers Grove,IL,60515,331-777-6000,Stephen D. Newlin,"Chairman, President & Chief Executive Officer","3075 Highland Pkwy., Downers Grove, IL 60515",UNVR,Univar Inc.,8074,-10.1,-68.4,-514.5,5390,810.0,fbb5f8b4394c29fc9fb61b24f1fb8dea
338,339,Campbell Soup,http://www.campbellsoupcompany.com,16500,"Food, Beverages & Tobacco",Food Consumer Products,"Camden, NJ",1 Campbell Place,Camden,NJ,8103,856-342-4800,Denise M. Morrison,"President, Chief Executive Officer & Director","1 Campbell Place, Camden, NJ 08103",CPB,Campbell Soup Company,7961,-1.5,563.0,-18.5,7837,1525.0,af921766668a93c9dc8b2291867b7d21
339,340,Dick’s Sporting Goods,http://www.dicks.com,27550,Retailing,Specialty Retailers: Other,"Coraopolis, PA",345 Court St.,Coraopolis,PA,15108,724-273-3400,Edward W. Stack,Chairman & Chief Executive Officer,"345 Court St., Coraopolis, PA 15108",DKS,"Dick's Sporting Goods, Inc.",7922,9.0,287.4,-13.0,4058,1930.0,63381acd2f9826d6ee24843f45f12ff9
340,341,Weyerhaeuser,http://www.weyerhaeuser.com,10400,Materials,Forest and Paper Products,"Seattle, WA",220 Occidental Ave. S.,Seattle,WA,98104,206-539-3000,Doyle R. Simons,"President, Chief Executive Officer & Director","220 Occidental Ave. S., Seattle, WA 98104",WY,Weyerhaeuser Company,7902,11.6,1027.0,103.0,19243,9180.0,af511e2b67ca838a6ecdefef9639d88f
341,342,Mutual of Omaha Insurance,http://www.mutualofomaha.com,5732,Financials,"Insurance: Life, Health (Stock)","Omaha, NE",Mutual of Omaha Plaza,Omaha,NE,68175,402-342-7600,James T. Blackledge,"President, Chief Executive Officer & Director","Mutual of Omaha Plaza, Omaha, NE 68175",WY,Mutual of Omaha Insurance Company,7899,9.2,356.6,7.1,38465,5618.0,177e4e37eeeb7f4957d1685b72ce9460
342,343,Chesapeake Energy,http://www.chk.com,3300,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",6100 N. Western Ave.,Oklahoma City,OK,73118,405-848-8000,Robert D. Lawler,"President, Chief Executive Officer & Director","6100 N. Western Ave., Oklahoma City, OK 73118",CHK,Chesapeake Energy Corporation,7872,-38.3,-4401.0,7.1,13028,-1460.0,8970fded4574cf8e3e03d0b35f8cf090
343,344,Anadarko Petroleum,http://www.anadarko.com,4500,Energy,"Mining, Crude-Oil Production","The Woodlands, TX",1201 Lake Robbins Dr.,The Woodlands,TX,77380,832-636-1000,R. A. Walker,"Chairman, President & Chief Executive Officer","1201 Lake Robbins Dr., The Woodlands, TX 77380",APC,Anadarko Petroleum Corporation,7869,-9.5,-3071.0,7.1,45564,12212.0,244a21fa019bc83b9322b4bb1ece1632
344,345,Interpublic Group,http://www.interpublic.com,49800,Business Services,"Advertising, Marketing","New York, NY",909 Third Ave.,New York,NY,10022,212-704-1200,Michael I. Roth,Chairman & Chief Executive Officer,"909 Third Ave., New York, NY 10022",IPG,"The Interpublic Group of Companies, Inc.",7847,3.1,608.5,33.9,12485,2017.0,1116021931a1d76c71d20f2a054660d1
345,346,J.M. Smucker,http://www.jmsmucker.com,6910,"Food, Beverages & Tobacco",Food Consumer Products,"Orrville, OH",1 Strawberry Lane,Orrville,OH,44667,330-682-3000,Mark T. Smucker,"President, Chief Executive Officer & Director","1 Strawberry Lane, Orrville, OH 44667",SJM,The J.M. Smucker Company,7811,37.2,688.7,99.7,15984,7009.0,1bde097c88c313336286d9ea335fab32
346,347,Steel Dynamics,http://www.steeldynamics.com,7695,Materials,Metals,"Fort Wayne, IN",7575 W. Jefferson Blvd.,Fort Wayne,IN,46804,260-969-3500,Mark D. Millett,"President, Chief Executive Officer & Director","7575 W. Jefferson Blvd., Fort Wayne, IN 46804",STLD,"Steel Dynamics, Inc.",7777,2.4,382.1,99.7,6424,2927.0,18ace061cf7f845a14d8af4d283519b6
347,348,Foot Locker,http://www.footlocker-inc.com,32965,Retailing,Specialty Retailers: Apparel,"New York, NY",330 W. 34th St.,New York,NY,10001,212-720-3700,Richard A. Johnson,"Chairman, President & Chief Executive Officer","330 W. 34th St., New York, NY 10001",FL,"Foot Locker, Inc.",7766,4.8,664.0,22.7,3840,2710.0,e0e22d9357317e9bd8c45d49d35f6d73
348,349,Western Refining,http://www.wnr.com,7134,Energy,Petroleum Refining,"El Paso, TX",212 N. Clark Dr.,El Paso,TX,79905,915-534-1400,Gregory J. Goff,Chief Executive Officer & Director,"212 N. Clark Dr., El Paso, TX 79905",FL,"Western Refining, Inc.",7743,-20.9,124.9,-69.3,5560,1697.0,0cc328e1d01cbd3fe6fb541a47f2ae51
349,350,SpartanNash,http://www.spartannash.com,11500,Wholesalers,Wholesalers: Food and Grocery,"Byron Center, MI",850 76th St. S.W.,Byron Center,MI,49315,616-878-2000,David M. Staples,"President, Chief Executive Officer & Director","850 76th St. S.W., Byron Center, MI 49315",SPTN,SpartanNash Company,7735,1.1,56.8,-9.4,1930,825.0,4d69840e26e452ae1fafb7f057e9147a
350,351,Dean Foods,http://www.deanfoods.com,17000,"Food, Beverages & Tobacco",Food Consumer Products,"Dallas, TX",2711 N. Haskell Ave.,Dallas,TX,75204,214-303-3400,Ralph P. Scozzafava,Chief Executive Officer & Director,"2711 N. Haskell Ave., Dallas, TX 75204",DF,Dean Foods Company,7710,-5.1,119.9,-9.4,2606,611.0,b4b2ad996bb182ff5d515ab683e49e72
351,352,Zimmer Biomet Holdings,http://www.zimmerbiomet.com,18500,Health Care,Medical Products and Equipment,"Warsaw, IN",345 E. Main St.,Warsaw,IN,46580,574-267-6131,David C. Dvorak,"President, Chief Executive Officer & Director","345 E. Main St., Warsaw, IN 46580",ZBH,"Zimmer Biomet Holdings, Inc.",7684,28.1,305.9,108.1,26684,9669.0,8739251ce477e255297220f8b62b3d35
352,353,PulteGroup,http://www.pultegroupinc.com,4623,Engineering & Construction,Homebuilders,"Atlanta, GA",3350 Peachtree Rd. N.E.,Atlanta,GA,30326,404-978-6400,Ryan R. Marshall,"President, Chief Executive Officer & Director","3350 Peachtree Rd. N.E., Atlanta, GA 30326",PHM,"PulteGroup, Inc.",7669,28.2,602.7,22.0,10178,4659.0,022094aa7b04a46cba1fd16017bbc743
353,354,W.R. Berkley,http://www.wrberkley.com,7608,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",475 Steamboat Rd.,Greenwich,CT,6830,203-629-3000,W. Robert Berkley Jr.,"President, Chief Executive Officer & Director","475 Steamboat Rd., Greenwich, CT 06830",WRB,W.R. Berkley Corporation,7654,6.2,601.9,19.5,23365,5047.0,8add5e1f696eed8b8eac6c78ae846a6b
354,355,Quanta Services,http://www.quantaservices.com,28100,Engineering & Construction,"Engineering, Construction","Houston, TX",2800 Post Oak Blvd.,Houston,TX,77056,713-629-7600,Earl C. Austin Jr.,"President, Chief Executive Officer & Director","2800 Post Oak Blvd., Houston, TX 77056",PWR,"Quanta Services, Inc.",7651,0.2,198.4,-36.2,5354,3339.0,d6b24786b3041fcdce08d513a523fd87
355,356,EOG Resources,http://www.eogresources.com,2650,Energy,"Mining, Crude-Oil Production","Houston, TX",1111 Bagby St.,Houston,TX,77002,713-651-7000,William R. Thomas,Chairman & Chief Executive Officer,"1111 Bagby St., Houston, TX 77002",EOG,"EOG Resources, Inc.",7651,-12.6,-1096.7,-36.2,29459,13982.0,56f5e9931b2e5f022cd89080e94986a2
